accuracy,precision,recall,f1,auroc,udr,evt_threshold,train_recon_error_mean,test_recon_error_mean,optimizer,final_train_loss
0.743349379275399,0.9511720557110966,0.743349379275399,0.8307118023360576,0.8786264021311032,0.9310344827586207,0.00025594922044547275,0.11441322416067123,0.2373049557209015,Adam,1.187924123025012
0.7424204036821215,0.9509584924345457,0.7424204036821215,0.8300528618997115,0.8800729797945452,0.9310344827586207,0.00026379038172308356,0.11770598590373993,0.2318618893623352,AdamW,1.19177934577283
0.7405061509444585,0.9500251936484851,0.7405061509444585,0.8267638046694369,0.884885837917239,0.9310344827586207,0.0002483637726982124,0.11181516945362091,0.23217511177062988,Nadam,1.1933472771293205
0.7418010866199364,0.9447458369425064,0.7418010866199364,0.8262841978271972,0.8813048538558241,0.8620689655172413,0.00024947523343143985,0.09975239634513855,0.2259247750043869,CRAZYFOX,1.5481458150613066
0.724375756552093,0.954112163461681,0.724375756552093,0.8204914300513665,0.8832877047699175,0.9655172413793104,0.0001593664965184871,0.07255575060844421,0.1876109540462494,ABAO-V2,1.1094597715026102
0.7122146215128227,0.9127201442559945,0.7122146215128227,0.7987216318390554,0.8302471714500557,0.6896551724137931,0.00011856318997160997,0.05347959324717522,0.13886049389839172,RMSprop,1.0853838376897142
0.49007685161726205,0.29629547807886936,0.49007685161726205,0.36928654573194514,0.4518719045278172,0.10344827586206896,0.0002865301867132075,1.3341991901397705,1.0552443265914917,SGD,2.7184071822896247
